name,lang,type
Tbhotch,{},user
Johnuniq,{},user
FlightTime Phone,{},user
2601:647:4f00:3cb0:6ce2:a366:c9f0:f00d,{},user
2a02:c7f:c206:e400:e5d0:3fd9:80f2:9704,{},user
I'm not perfect but I'm almost,{},user
2600:387:0:803::62,{},user
NotAChineseBot,{},user
2600:1004:b045:b201:0:3a:bf31:a301,{},user
Sun Creator,{},user
Amigao,{},user
Rich Farmbrough,{},user
KingSkyLord,{},user
Voice of Clam,{},user
PaulinSaudi,{},user
Popcornfud,{},user
ModishShrink,{},user
Tacoblimpfan,{},user
Cratophonos,{},user
Wei4Green,{},user
Whiteghost.ink,{},user
Marnie Hawes,{},user
Clarityfiend,{},user
Buffs,{},user
BrownHairedGirl,{},user
RL0919,{},user
ImageRemovalBot,{},user
DGG,{},user
The Account 1,{},user
ParadiseDesertOasis8888,{},user
MetaClaudia,{},user
Chrisbao8325,{},user
AzfarShams,{},user
RMCD bot,{},user
嘉傑,{},user
Mangokeylime,{},user
Agamemnus,{},user
Zozz747,{},user
45.18.125.207,{},user
Craftshafter420,{},user
LizardJr8,{},user
37.30.16.251,{},user
208.98.201.126,{},user
Nizolan,{},user
14.0.172.136,{},user
200.83.221.15,{},user
Signedzzz,{},user
27.67.189.35,{},user
KolbertBot,{},user
Alexkyoung,{},user
Mistakefinder,{},user
Jaywubba1887,{},user
Error,{},user
Mebden,{},user
Lingzhi2,{},user
Colipon,{},user
Manabimasu,{},user
Ealdgyth,{},user
Jbitte,{},user
Mdu02,{},user
Mularoma,{},user
ManuRoquette,{},user
Triggerhippie4,{},user
Kku,{},user
Tuanminh01,{},user
Lawrencekhoo,{},user
Peter Kaminski,{},user
TerryForTibet,{},user
Laszlo Panaflex,{},user
Ddddbbbb,{},user
"Careful With That Axe, Eugene",{},user
Ashmoo,{},user
HansJohan808,{},user
LachlanA,{},user
Froglich,{},user
Srich32977,{},user
94rain,{},user
Thunderforge,{},user
Dabby12,{},user
Ihardlythinkso,{},user
Wallacoloo,{},user
Susmuffin,{},user
Praemonitus,{},user
Jonathunder,{},user
ReyHahn,{},user
Javert2113,{},user
2605:e000:1303:4e96:5567:6487:b514:c6de,{},user
118.201.50.146,{},user
Torntissuebox,{},user
Imaskar,{},user
2607:fcc8:a0ce:ba00:a952:a2ce:9191:bf1f,{},user
46.26.130.160,{},user
EmperorAzazel,{},user
213.233.149.11,{},user
216.162.20.193,{},user
JJMC89,{},user
Materialscientist,{},user
Maxfullhigh,{},user
203.186.92.27,{},user
MusikBot,{},user
Jogarz1921,{},user
Happychickeman,{},user
Trappist the monk,{},user
Koavf,{},user
CAN-YEG-MAN,{},user
Rkjon,{},user
YouTable,{},user
Narky Blert,{},user
AManWithNoPlan,{},user
Deepfriedokra,{},user
Chewings72,{},user
77.251.174.211,{},user
Speedyplane2247-M,{},user
89.197.68.205,{},user
MoofEMP,{},user
173.153.148.121,{},user
157.131.93.12,{},user
Oofta,{},user
74.139.102.34,{},user
Markhannelly,{},user
Bruhmoment42069,{},user
Path slopu,{},user
Bruh12564,{},user
FrescoBot,{},user
Deor,{},user
2601:145:600:4240:8503:93f3:49:752b,{},user
Richard-of-Earth,{},user
Lydddnickkk,{},user
Steeve815,{},user
Poopynibba,{},user
153.219.11.182,{},user
83.28.193.229,{},user
Second Skin,{},user
171.60.148.242,{},user
Goodboijpeg,{},user
143.50.186.71,{},user
116.77.73.255,{},user
Hong Kong,{'en': 1},article
OAbot,{},user
AnomieBOT,{},user
Lentower,{},user
Deipnosophista,{},user
MarkH21,{},user
Sir Aman Gulati,{},user
Felixishim,{},user
Taekhosong,{},user
Knight of Gloucestershire,{},user
Jackiechanbruceleekungfu,{},user
MrHistorianDude,{},user
Q. Northropi,{},user
Feinoa,{},user
Sun8908,{},user
Interinter321,{},user
Geographyinitiative,{},user
BladeRunner2077,{},user
Bluesatellite,{},user
A smart brainy man,{},user
TravisGTAGamer,{},user
Rjensen,{},user
Peter1170,{},user
LivinAWestLife,{},user
Doanri,{},user
LegioV,{},user
Yeungkahchun,{},user
Lysimachi,{},user
Josqu,{},user
Horserice,{},user
KConWiki,{},user
Reenem,{},user
Dawnseeker2000,{},user
Ohconfucius,{},user
Yungeditor,{},user
Kdm852,{},user
Metalduky54,{},user
Wrath X,{},user
Rjwilmsi,{},user
Alarjar,{},user
Maximajorian Viridio,{},user
Bender the Bot,{},user
Nicholas0,{},user
Jargo Nautilus,{},user
Kiteinthewind,{},user
Wefk423,{},user
Peter Yeung,{},user
HeisenbergPinkman,{},user
Joeccho,{},user
Hari147,{},user
MrOllie,{},user
CO888,{},user
Interstellarity,{},user
MB,{},user
Alexanderlam128,{},user
PVQZ,{},user
SovanDara,{},user
Dogdsmv342d,{},user
YuriGagrin12,{},user
Ivanlm78,{},user
Sleath56,{},user
Ethanmayersweet,{},user
Colonestarrice,{},user
Flyguy1020,{},user
Ipodendtz,{},user
ChrisWar666,{},user
Bonthefox3,{},user
Kinglogic,{},user
KREOH,{},user
Doseiai2,{},user
CaptainDaniel23,{},user
Roselle Charles,{},user
STSC,{},user
Sirlanz,{},user
DOR (HK),{},user
Opera fera,{},user
Vanamonde93,{},user
142.55.0.14,{},user
38.140.15.75,{},user
Kudpung,{},user
DreamLinker,{},user
DerekHistorian,{},user
Robynthehode,{},user
Pageseditor,{},user
Simonm223,{},user
Feer,{},user
Underwaterbuffalo,{},user
10MB,{},user
LeoC12,{},user
Prisencolin,{},user
Cavercse,{},user
PoetVeches,{},user
Frietjes,{},user
Chickensarebleepssorryuncle,{},user
BIGtoken,{},user
Tart,{},user
Boud,{},user
KevinP,{},user
Cold Season,{},user
Magyar25,{},user
Guofenghao22,{},user
JamesLee,{},user
Hunter Hutchins,{},user
Cooleric,{},user
Colliric,{},user
WP Ludicer,{},user
Dafteire,{},user
Jozamba,{},user
Fullmetal2887,{},user
Canterbury Tail,{},user
Haqeem Putra,{},user
Cosmopolitan268,{},user
KingofGangsters,{},user
Dmx239,{},user
Jo-Jo Eumerus,{},user
Super5000,{},user
GreenC bot,{},user
Shellwood,{},user
19chiaki97,{},user
Dayirmiter,{},user
ZombieStar,{},user
Mx. Granger,{},user
I dream of horses,{},user
White whirlwind,{},user
Hoav777,{},user
Somebody500,{},user
Mikeblas,{},user
RaviC,{},user
Pol098,{},user
Tobby72,{},user
Werdna,{},user
Obzerva,{},user
Moalli,{},user
P.T. Aufrette,{},user
Sesamehoneytart,{},user
Nickkpoon,{},user
Robertogamerxxx,{},user
Lmmnhn,{},user
Þjarkur,{},user
Ashis Mitra,{},user
WardaddyInTheMood,{},user
Benjaminikuta,{},user
WillisChiuYT,{},user
Ariadacapo,{},user
Rchard2scout,{},user
SS49,{},user
DarrenPHS,{},user
Rzzgn,{},user
NiciVampireHeart,{},user
Foster tree,{},user
Vamvima,{},user
Doctorsdse,{},user
Moxy,{},user
Cheenarman,{},user
Kanguole,{},user
Kwamikagami,{},user
Radom1967,{},user
MainBody,{},user
“六四事件”的版本历史 - 维基百科，自由的百科全书,{'zh': 1},article
Nexusyeh,{},user
Megumisbs,{},user
Shizhao,{},user
Huanqiu,{},user
ZWH2020ZY,{},user
Kixean777,{},user
AlexLeeCN,{},user
Natureindex,{},user
雷电剑雨,{},user
Peter-bomb king,{},user
Techyan,{},user
Wjabc1996bingnan,{},user
D7CY689,{},user
420peace,{},user
アハちゃん,{},user
朴益顺安,{},user
乘龙观音,{},user
Patlabor Ingram,{},user
Njzjz,{},user
No1lovesu,{},user
Aronlee90,{},user
蟲蟲飛,{},user
Ericliu1912,{},user
Sunny00217,{},user
炸裂香巴,{},user
61.239.159.149,{},user
LiamHuang,{},user
Longyiroyue,{},user
Bagakuco,{},user
103.135.101.62,{},user
LIUs1812,{},user
Kevin Smith Chen,{},user
Tigerzeng,{},user
176.122.156.153,{},user
139.162.59.83,{},user
47.56.192.93,{},user
Zhishengxia,{},user
122.121.54.31,{},user
218.250.110.181,{},user
TSN789,{},user
218.250.110.135,{},user
CommonsDelinker,{},user
SakuragawaSara,{},user
Jimmyshjj,{},user
172.104.172.235,{},user
118.140.62.166,{},user
Happykonger,{},user
Googol19980904,{},user
Hjh474,{},user
203.186.25.38,{},user
210.3.92.210,{},user
Jimmy-bot,{},user
Sir Jorah Moment,{},user
WhitePhosphorus-bot,{},user
Kelly Hwong,{},user
158.182.31.248,{},user
47.244.112.170,{},user
221.126.237.230,{},user
42.200.115.128,{},user
BakaChinatsu,{},user
173.255.253.109,{},user
波斯波莉斯,{},user
118.140.135.14,{},user
Leolokey,{},user
2a02:8108:97c0:168:4425:203a:4b59:d199,{},user
103.102.7.41,{},user
219.76.26.41,{},user
Ntuccy,{},user
130.102.13.7,{},user
153.120.51.24,{},user
Rhxrhhrbhhrbx,{},user
Hhsj,{},user
刘予安,{},user
2001:b400:e302:9e28:a990:c414:e76a:a044,{},user
123.192.105.251,{},user
张传民,{},user
AINH,{},user
2001:b011:7001:152a:f125:c7ab:1b2e:f26e,{},user
43.229.28.104,{},user
134.71.249.201,{},user
Lifeingenso,{},user
百战天虫,{},user
脂肪酸钠,{},user
203.223.18.15,{},user
林劲松,{},user
KSroido,{},user
Martinleeming,{},user
Yunner,{},user
ZZyXX,{},user
Tongtongood,{},user
Ntlshuanghe4629,{},user
Manchiu,{},user
45.114.164.10,{},user
Classy Melissa,{},user
联合果君,{},user
Flyinet,{},user
CommInt'l,{},user
JAK,{},user
Zhangguozhen,{},user
Raccoozzy,{},user
Superman12345,{},user
葉又嘉,{},user
Davidzdh,{},user
Tiouraren,{},user
Iflwlou,{},user
チルノ,{},user
橙子木,{},user
小籃子,{},user
Cypp0847,{},user
MNXANL,{},user
堕天圣黑猫,{},user
TongcyDai,{},user
Xiangui,{},user
周雁棠,{},user
A635683851,{},user
Sayorimayu,{},user
34Unionist,{},user
Esate,{},user
社会我佩奇,{},user
AegonINVICTUS,{},user
Renamed user 9ff13960de57f6ee9b1a65311efbb0be,{},user
Viztor,{},user
Aoke1989,{},user
Wwbread,{},user
Es91213,{},user
NHC,{},user
Lsq 1973,{},user
BrianYWH,{},user
Vicky2019000,{},user
DavidHuai1999,{},user
HMGiovanniV,{},user
Hoidj,{},user
1.162.109.53,{},user
Andrew0915,{},user
Aizag,{},user
Interestinges.,{},user
51.68.29.87,{},user
Kerolf666,{},user
96.49.161.76,{},user
用户1号,{},user
Xiplus,{},user
42.98.146.197,{},user
Jc lau49086,{},user
Cewbot,{},user
So47009,{},user
219.76.25.137,{},user
203.71.175.103,{},user
Ehime,{},user
193.37.255.26,{},user
13.231.191.215,{},user
45.114.164.197,{},user
CopperSulfate,{},user
103.192.227.149,{},user
WhitePhosphorus,{},user
223.255.183.194,{},user
178.203.233.171,{},user
ZENGasd56578asdasd,{},user
45.114.164.72,{},user
180.172.41.172,{},user
97.64.42.198,{},user
DST763291,{},user
Antigng,{},user
103.201.129.106,{},user
“香港”的版本历史 - 维基百科，自由的百科全书,{'zh': 1},article
Sakramenti,{},user
OmgJasonSYF1220,{},user
Arthur011hk,{},user
佛祖西来,{},user
Zhenyuan0402,{},user
MoonLight3650,{},user
Godsfewew1232s,{},user
Lzzlnc,{},user
Feliciano0908,{},user
Liu116,{},user
CRHK128,{},user
木靈芝,{},user
Lord Jaraxxus,{},user
Arronwan,{},user
Pktlaurence,{},user
JuneAugust,{},user
Qiu Xingxiang,{},user
Sanmosa,{},user
四条河原町,{},user
Chankwunyu,{},user
Nickice,{},user
Clithering,{},user
行到水穷处,{},user
Duaneyanan,{},user
Oscar1003,{},user
Kriz Ju,{},user
Cbls1911,{},user
Thomas Chu Tsun On,{},user
Dominic3203,{},user
TjoergenF,{},user
英秀一心,{},user
姒姓賢寧,{},user
Pc1878,{},user
Ccck2004,{},user
Andrewkwok kly.a,{},user
South Melon HK,{},user
一龍驤一,{},user
Lau tommy,{},user
Super Wang,{},user
柳漫,{},user
南環,{},user
Yxh1433,{},user
GriefCrow,{},user
廣東後五虎,{},user
Jjktc,{},user
Marxistfounder,{},user
Lht151083,{},user
陳奕仲,{},user
Linyunpang,{},user
Vincentc19876879,{},user
和平至上,{},user
Bigmorr,{},user
OO920210,{},user
Jasonloi1997,{},user
Miao870714,{},user
Nostalgiacn,{},user
Bfyhdch,{},user
Wen Liangjun,{},user
Ktsquare,{},user
Sam121sam,{},user
Sean Chiu,{},user
Fran1001hk,{},user
Modorcimsatte,{},user
淺藍雪,{},user
60.130.31.73,{},user
BenedictusFX,{},user
175.177.3.140,{},user
49.216.2.115,{},user
182.239.90.109,{},user
2001:b011:5401:443:1089:e5ee:b57b:acba,{},user
125.227.249.127,{},user
158.182.30.227,{},user
2001:b011:1004:18c9:b8e3:d30c:f065:5202,{},user
Madeira94,{},user
Carl Flank,{},user
Wilson Wong123,{},user
-Zest,{},user
Whisper of the heart,{},user
Amy 98se,{},user
MCC214,{},user
Silvermetals,{},user
218.255.247.50,{},user
183.179.74.249,{},user
122.254.42.188,{},user
ArvinTing,{},user
220.246.150.130,{},user
Jjksc,{},user
Savannahtang,{},user
Ddmmyyy8,{},user
111.98.254.9,{},user
203.198.219.241,{},user
119.236.184.232,{},user
Ffffnm,{},user
Lodi Leung,{},user
Donwun,{},user
NM9561,{},user
XL-028,{},user
Bryanmak lufin,{},user
Dr.Koo,{},user
Takkwun,{},user
だ＊ぜ,{},user
蘇州宇文宙武,{},user
Antigng-bot,{},user
Melop,{},user
Vc06697,{},user
Wuck89,{},user
Sahawx2,{},user
Bxxiaolin,{},user
NYKTNE,{},user
Willy1018-bot,{},user
TeknikkDec27,{},user
2001:b011:1004:1366:c502:d75b:4e90:9778,{},user
2001:b011:1004:1366:3476:d5f7:6e34:4206,{},user
Ken124492,{},user
Phenix Liu,{},user
Edison2017,{},user
14.136.96.84,{},user
LG4761,{},user
161.142.77.129,{},user
150.109.55.87,{},user
59.148.99.148,{},user
List of Roman emperors,{'en': 1},article
Talk:Fractal,{'en': 1},article
North Korean famine,{'en': 1},article
Symbolism of domes,{'en': 1},article
Talk:History of Roman and Byzantine domes,{'en': 1},article
History of Roman and Byzantine domes,{'en': 1},article
Mass killings under communist regimes,{'en': 1},article
Talk:Classicide,{'en': 1},article
Classicide,{'en': 1},article
Church of the Holy Apostles,{'en': 1},article
Talk:Mass killings under communist regimes,{'en': 1},article
Dome,{'en': 1},article
Deng Xiaoping,{'en': 1},article
Artemis program,{'en': 1},article
Soviet war crimes,{'en': 1},article
NKVD prisoner massacres,{'en': 1},article
Katyn massacre,{'en': 1},article
Stalinist repressions in Mongolia,{'en': 1},article
Great Purge,{'en': 1},article
Dekulakization,{'en': 1},article
Holodomor genocide question,{'en': 1},article
Soviet famine of 1932–33,{'en': 1},article
Population transfer in the Soviet Union,{'en': 1},article
Decossackization,{'en': 1},article
Red Terror,{'en': 1},article
1983–1985 famine in Ethiopia,{'en': 1},article
Red Terror (Ethiopia),{'en': 1},article
"Viet Cong and PAVN strategy, organization and structure",{'en': 1},article
Re-education camp (Vietnam),{'en': 1},article
Persecution of the Montagnard in Vietnam,{'en': 1},article
Vietnamese boat people,{'en': 1},article
Land reform in North Vietnam,{'en': 1},article
Kwalliso,{'en': 1},article
Prisons in North Korea,{'en': 1},article
Human rights in North Korea,{'en': 1},article
Foibe massacres,{'en': 1},article
Communist purges in Serbia in 1944–45,{'en': 1},article
Barbara Pit massacre,{'en': 1},article
Kočevski Rog massacre,{'en': 1},article
Tezno massacre,{'en': 1},article
Macelj massacre,{'en': 1},article
Bleiburg repatriations,{'en': 1},article
Danube–Black Sea Canal,{'en': 1},article
NKVD special camps in Germany 1945–50,{'en': 1},article
Khmer Rouge rule of Cambodia,{'en': 1},article
Killing Fields,{'en': 1},article
History of Tibet (1950–present),{'en': 1},article
Cultural Revolution,{'en': 1},article
Great Chinese Famine,{'en': 1},article
Great Leap Forward,{'en': 1},article
Campaign to Suppress Counterrevolutionaries,{'en': 1},article
Chinese Land Reform,{'en': 1},article
Lenin's Hanging Order,{'en': 1},article
Excess mortality in the Soviet Union under Joseph Stalin,{'en': 1},article
Mass operations of the NKVD,{'en': 1},article
El%20C,{},user
User talk:102.252.66.193,{'en': 1},article
Cameroon,{'en': 1},article
Griselda Blanco,{'en': 1},article
2020 coronavirus pandemic in Quebec,{'en': 1},article
User talk:106.66.236.182,{'en': 1},article
Islam by country,{'en': 1},article
User talk:El C,{'en': 1},article
User talk:2001:8A0:FC9B:6301:41C3:975:CCB9:B141,{'en': 1},article
Henry V of England,{'en': 1},article
Wikipedia:Administrators' noticeboard/Incidents,{'en': 1},article
Wikipedia:Administrator intervention against vandalism,{'en': 1},article
Genghis Khan,{'en': 1},article
User talk:Sinar Zaito,{'en': 1},article
Economy of the United States,{'en': 1},article
Green Party of Canada,{'en': 1},article
Adobe Flash,{'en': 1},article
User talk:Akbarmaulana240420001,{'en': 1},article
Tridevi,{'en': 1},article
User talk:2601:98A:4100:46F0:B938:B53A:89F9:9F0E,{'en': 1},article
Juche,{'en': 1},article
Wikipedia:Administrators' noticeboard,{'en': 1},article
User talk:42.106.197.205,{'en': 1},article
Devi,{'en': 1},article
Brahmic scripts,{'en': 1},article
History of Bangladesh,{'en': 1},article
User talk:Japanese555,{'en': 1},article
Vietnam,{'en': 1},article
Patna,{'en': 1},article
Christianity in India,{'en': 1},article
Talk:North Macedonia,{'en': 1},article
User talk:119.160.119.70,{'en': 1},article
Fifth-generation jet fighter,{'en': 1},article
Jack Churchill,{'en': 1},article
Al-Andalus,{'en': 1},article
Ovadia Yosef,{'en': 1},article
Seed,{'en': 1},article
Hewlett-Packard,{'en': 1},article
User talk:Mhhossein,{'en': 1},article
Arabic numerals,{'en': 1},article
Chandigarh,{'en': 1},article
Chechnya,{'en': 1},article
Talk:Google,{'en': 1},article
Talk:Wikipedia,{'en': 1},article
H. H. Holmes,{'en': 1},article
Mahmud of Ghazni,{'en': 1},article
Sinophobia,{'en': 1},article
Wikipedia:General sanctions/Coronavirus disease 2019,{'en': 1},article
French frigate Chevalier Paul,{'en': 1},article
Talk:2020 coronavirus pandemic in Iran,{'en': 1},article
User talk:Peebsxxx,{'en': 1},article
Space Shuttle,{'en': 1},article
User talk:98.100.77.26,{'en': 1},article
Talk:The arts,{'en': 1},article
"Springfield, Missouri",{'en': 1},article
Jamesville-DeWitt High School,{'en': 1},article
User talk:Vibez21,{'en': 1},article
User talk:206.45.1.199,{'en': 1},article
Isaias Afwerki,{'en': 1},article
User talk:24.245.83.5,{'en': 1},article
Quatrain,{'en': 1},article
Sufism,{'en': 1},article
User talk:Arick2222,{'en': 1},article
Artificial intelligence,{'en': 1},article
History of the telephone,{'en': 1},article
User talk:Rsrikanth05,{'en': 1},article
Talk:2020 Tablighi Jamaat coronavirus hotspot in Delhi,{'en': 1},article
University of Western Ontario,{'en': 1},article
Robert Duvall,{'en': 1},article
RV Polarstern,{'en': 1},article
Glass,{'en': 1},article
MGM Home Entertainment,{'en': 1},article
User talk:OvalTheRaccoon223,{'en': 1},article
Mathematical Alphanumeric Symbols,{'en': 1},article
Template:Unicode chart Bengali,{'en': 1},article
Andrew Fleming West,{'en': 1},article
Tad (given name),{'en': 1},article
Mount Kailash,{'en': 1},article
List of radicals in Unicode,{'en': 1},article
ISO 3166-1,{'en': 1},article
List of pagodas in Beijing,{'en': 1},article
List of most expensive books and manuscripts,{'en': 1},article
The Whole Country is Red,{'en': 1},article
Template:Unicode chart Yezidi,{'en': 1},article
User talk:Aprilian Reyvan,{'en': 1},article
Lydian language,{'en': 1},article
Xianyong era,{'en': 1},article
ISO 3103,{'en': 1},article
Maghas,{'en': 1},article
"St Catherine's Hill, Surrey",{'en': 1},article
Unicode,{'en': 1},article
Copyright symbol,{'en': 1},article
Mariam (disambiguation),{'en': 1},article
Mark Davis (Unicode),{'en': 1},article
ISO/IEC JTC 1/SC 2,{'en': 1},article
Chang Dai-chien,{'en': 1},article
Template:Emoji (Unicode block),{'en': 1},article
The quick brown fox jumps over the lazy dog,{'en': 1},article
List of Bronze Age hoards in Great Britain,{'en': 1},article
Plane (Unicode),{'en': 1},article
Wikipedia:Categories for discussion/Log/2020 March 28,{'en': 1},article
ISO basic Latin alphabet,{'en': 1},article
List of CJK Unified Ideographs Extension B (Part 1 of 7),{'en': 1},article
Specials (Unicode block),{'en': 1},article
Unicode alias names and abbreviations,{'en': 1},article
Talk:Unicode alias names and abbreviations,{'en': 1},article
User talk:BabelStone,{'en': 1},article
Father Ted,{'en': 1},article
Unicode subscripts and superscripts,{'en': 1},article
List of Latin letters by shape,{'en': 1},article
List of Latin-script letters,{'en': 1},article
CJK Unified Ideographs,{'en': 1},article
Latin script in Unicode,{'en': 1},article
Arabic script in Unicode,{'en': 1},article
Talk:Latin script in Unicode,{'en': 1},article
Lisu (Unicode block),{'en': 1},article
Namazu (Japanese mythology),{'en': 1},article
User:BabelStone/vector.css,{'en': 1},article
Talk:Enclosed Alphanumerics,{'en': 1},article
𰻞,{'en': 1},article
𰻝,{'en': 1},article
Biangbiang noodles,{'en': 1},article
𱁬,{'en': 1},article
Taito (kanji),{'en': 1},article
Tangut Components,{'en': 1},article
Khwarezmian language,{'en': 1},article
Dives Akuru (Unicode block),{'en': 1},article
Yezidi (Unicode block),{'en': 1},article
Symbols for Legacy Computing (Unicode block),{'en': 1},article
Symbols for Legacy Computing,{'en': 1},article
Tangut Supplement (Unicode block),{'en': 1},article
Lisu Supplement (Unicode block),{'en': 1},article
Lisu Supplement,{'en': 1},article
Kurdish alphabets,{'en': 1},article
Dhives Akuru,{'en': 1},article
小林劍,{'zh': 1},article
畢可思,{'zh': 1},article
宁夏回族自治区博物馆,{'zh': 1},article
統一碼聯盟,{'zh': 1},article
Unicode字符列表,{'zh': 1},article
Unicode,{'zh': 1},article
回鹘可汗列表,{'zh': 1},article
契丹文,{'zh': 1},article
俺答汗,{'zh': 1},article
吾守尔·斯拉木,{'zh': 1},article
魏安,{'zh': 1},article
宋玉,{'zh': 1},article
吴淦,{'zh': 1},article
内蒙古全国重点文物保护单位列表,{'zh': 1},article
鉝,{'zh': 1},article
Wikipedia:Unicode扩展汉字,{'zh': 1},article
胡桃,{'zh': 1},article
维亚切斯拉夫·彼得洛维奇·扎伊采夫,{'zh': 1},article
拜寺口双塔,{'zh': 1},article
宏佛塔,{'zh': 1},article
承天寺塔,{'zh': 1},article
一百零八塔,{'zh': 1},article
西夏文,{'zh': 1},article
郭黁,{'zh': 1},article
克氏鿕,{'zh': 1},article
User:BabelStone/vector.css,{'zh': 1},article
姚广孝墓塔,{'zh': 1},article
万松老人塔,{'zh': 1},article
会同四译馆,{'zh': 1},article
华夷译语,{'zh': 1},article
女真文,{'zh': 1},article
女真語,{'zh': 1},article
清格爾泰,{'zh': 1},article
三国演义,{'zh': 1},article
乌拉特后旗,{'zh': 1},article
禿髮傉檀,{'zh': 1},article
西夏,{'zh': 1},article
西夏语,{'zh': 1},article
冰島陰莖博物館,{'zh': 1},article
Category:冰島博物館,{'zh': 1},article
将苑,{'zh': 1},article
居庸关云台,{'zh': 1},article
迦楼罗,{'zh': 1},article
荒川慎太郎,{'zh': 1},article
卜士礼,{'zh': 1},article
燕子矶,{'zh': 1},article
西湖博物馆,{'zh': 1},article
锅包肉,{'zh': 1},article
何炅,{'zh': 1},article
刘熙载,{'zh': 1},article
马兰 (黄梅戏演员),{'zh': 1},article
王处直,{'zh': 1},article
半山遺址,{'zh': 1},article
毛主席像章,{'zh': 1},article
女史箴图,{'zh': 1},article
夏末帝,{'zh': 1},article
李德明,{'zh': 1},article
照那斯图,{'zh': 1},article
满文转写方案,{'zh': 1},article
魯成公,{'zh': 1},article
The Mountbatten School,{'en': 1},article
User talk:2601:58B:C501:4270:1C89:1E2A:A884:8123,{'en': 1},article
William Gilbert (physician),{'en': 1},article
Māori language,{'en': 1},article
User talk:125.238.115.37,{'en': 1},article
User talk:Overgrind,{'en': 1},article
User:Overgrind/sandbox,{'en': 1},article
User talk:Thingusdingus,{'en': 1},article
User talk:51.155.6.145,{'en': 1},article
"Lafayette High School (Buffalo, New York)",{'en': 1},article
User talk:Kit114,{'en': 1},article
Diplomat Records,{'en': 1},article
User talk:2405:201:806:6F57:742B:4E7B:2B7F:8C83,{'en': 1},article
Ashwini Bhave,{'en': 1},article
User talk:199.7.133.236,{'en': 1},article
Military of the Warring States,{'en': 1},article
User talk:2600:1700:3ED0:9990:39B4:3A33:6958:6E92,{'en': 1},article
User talk:197.252.17.41,{'en': 1},article
Travis Walton UFO incident,{'en': 1},article
Ziggurat (disambiguation),{'en': 1},article
User talk:2001:861:4480:D5C0:4D63:6801:9E1B:6291,{'en': 1},article
User talk:100.0.20.9,{'en': 1},article
Rachael Riley,{'en': 1},article
User talk:72.46.218.62,{'en': 1},article
Capitalism,{'en': 1},article
User talk:87.116.179.178,{'en': 1},article
Tell (archaeology),{'en': 1},article
User talk:2001:E68:540A:D286:38C5:601A:492D:1BF7,{'en': 1},article
Lightning (Final Fantasy),{'en': 1},article
User talk:67.58.214.0,{'en': 1},article
Population decline,{'en': 1},article
User talk:2607:FEA8:F1E1:B7FC:A593:FBE0:E374:1D8C,{'en': 1},article
Hockey card,{'en': 1},article
User talk:103.216.212.206,{'en': 1},article
Dustbin category,{'en': 1},article
User talk:69.159.18.46,{'en': 1},article
Nostradamus,{'en': 1},article
