source,target,timestamp,id,lang
IceTiki,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-05-04 09:15:00,59498478,zh
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-05-04 00:59:00,59491385,zh
InternetArchiveBot,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-05-01 14:41:00,59454260,zh
Yumeto,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-05-01 07:27:00,59448599,zh
乘龙观音,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-05-01 00:51:00,59442544,zh
Googol19980904,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-30 07:20:00,59431956,zh
EnchanterLee,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-30 06:52:00,59431544,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-30 04:41:00,59429626,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-30 04:39:00,59429605,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-30 04:15:00,59429373,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-30 04:05:00,59429233,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-29 19:51:00,59425212,zh
EnchanterLee,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-29 19:20:00,59425089,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-29 19:15:00,59425078,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-29 19:09:00,59425048,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-29 18:54:00,59424950,zh
EnchanterLee,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-29 18:53:00,59424944,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-29 18:47:00,59424924,zh
黄琬琦,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-29 18:19:00,59424745,zh
Larryasou,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-28 07:42:00,59397027,zh
Songsexy,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-26 14:54:00,59372192,zh
Songsexy,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-26 14:42:00,59371999,zh
Songsexy,“六四事件”的版本历史 - 维基百科，自由的百科全书,2020-04-26 14:06:00,59371347,zh
