source,target,timestamp,id,lang
SCreditC,1989 Tiananmen Square protests,2020-05-09 05:07:00,955680495,en
Kaltenmeyer,1989 Tiananmen Square protests,2020-05-08 00:38:00,955472089,en
El C,1989 Tiananmen Square protests,2020-05-07 00:38:00,955292953,en
El C,1989 Tiananmen Square protests,2020-05-07 00:38:00,955292928,en
El C,1989 Tiananmen Square protests,2020-05-07 00:37:00,955292844,en
1.64.93.154,1989 Tiananmen Square protests,2020-05-07 00:35:00,955292565,en
2a02:8388:6501:f00:2404:36e9:4232:be81,1989 Tiananmen Square protests,2020-05-05 16:42:00,955039722,en
2a02:8388:6501:f00:2404:36e9:4232:be81,1989 Tiananmen Square protests,2020-05-05 16:41:00,955039669,en
2a02:8388:6501:f00:2404:36e9:4232:be81,1989 Tiananmen Square protests,2020-05-05 16:40:00,955039485,en
2a02:8388:6501:f00:2404:36e9:4232:be81,1989 Tiananmen Square protests,2020-05-05 16:40:00,955039395,en
203.54.226.146,1989 Tiananmen Square protests,2020-05-05 01:51:00,954933773,en
203.54.226.146,1989 Tiananmen Square protests,2020-05-05 01:42:00,954932628,en
SCreditC,1989 Tiananmen Square protests,2020-05-04 04:49:00,954759207,en
SCreditC,1989 Tiananmen Square protests,2020-05-04 04:45:00,954758783,en
SCreditC,1989 Tiananmen Square protests,2020-05-04 04:12:00,954754980,en
SCreditC,1989 Tiananmen Square protests,2020-05-03 22:38:00,954715345,en
SCreditC,1989 Tiananmen Square protests,2020-05-03 22:36:00,954715160,en
SCreditC,1989 Tiananmen Square protests,2020-05-03 22:35:00,954715015,en
SCreditC,1989 Tiananmen Square protests,2020-05-03 22:32:00,954714613,en
SCreditC,1989 Tiananmen Square protests,2020-05-03 22:29:00,954714295,en
Vif12vf,1989 Tiananmen Square protests,2020-05-01 14:14:00,954262420,en
120.152.102.105,1989 Tiananmen Square protests,2020-05-01 13:51:00,954259144,en
SCreditC,1989 Tiananmen Square protests,2020-05-01 04:16:00,954189021,en
