source,target,timestamp,id
2605:a000:1005:822d:6458:387b:b54e:8d80,1989 Tiananmen Square protests,['202001242223'],['937419665']
Theeddiebear888,1989 Tiananmen Square protests,"['202001240313', '202001240312']","['937296473', '937296343']"
Matthew hk,1989 Tiananmen Square protests,['202001150912'],['935877390']
Jing345,1989 Tiananmen Square protests,['202001122312'],['935497849']
Hugo999,1989 Tiananmen Square protests,"['202001110700', '201912291020']","['935216539', '932989895']"
Citobun,1989 Tiananmen Square protests,"['202001100944', '201912200134', '201906080334', '201906031010']","['935078844', '931619611', '900868863', '900086381']"
Lutein678,1989 Tiananmen Square protests,['202001100941'],['935078611']
109.201.38.172,1989 Tiananmen Square protests,['202001021544'],['933702696']
CaradhrasAiguo,1989 Tiananmen Square protests,['201912301702'],['933217726']
Elementautumn,1989 Tiananmen Square protests,"['201912300601', '201912300601']","['933147481', '933147457']"
BarryLi,1989 Tiananmen Square protests,['201912291013'],['932989274']
Monkbot,1989 Tiananmen Square protests,"['201912280112', '201911050602']","['932755558', '924668089']"
Tony1,1989 Tiananmen Square protests,['201912252357'],['932442724']
Robinlew0,1989 Tiananmen Square protests,['201912191924'],['931576871']
66.154.176.39,1989 Tiananmen Square protests,['201912181649'],['931389269']
InternetArchiveBot,1989 Tiananmen Square protests,"['201912172135', '201908270045', '201908071902']","['931247264', '912651737', '909811025']"
Jusdafax,1989 Tiananmen Square protests,"['201912171736', '201904171554']","['931213754', '892899582']"
BananaX2NUTscholar,1989 Tiananmen Square protests,['201912171735'],['931213614']
Gog the Mild,1989 Tiananmen Square protests,"['201912141402', '201912011226']","['930725944', '928753735']"
Quindog,1989 Tiananmen Square protests,"['201912101708', '201912101707']","['930161821', '930161711']"
Citation bot,1989 Tiananmen Square protests,['201912082026'],['929875788']
Thegamingkinh,1989 Tiananmen Square protests,['201912050313'],['929330230']
216.56.20.114,1989 Tiananmen Square protests,['201912041630'],['929252784']
88.98.92.69,1989 Tiananmen Square protests,['201912041349'],['929233478']
Dimadick,1989 Tiananmen Square protests,['201912031144'],['929060187']
212.139.32.46,1989 Tiananmen Square protests,['201912031130'],['929059063']
209.124.167.206,1989 Tiananmen Square protests,['201912022029'],['928966076']
159.61.192.10,1989 Tiananmen Square protests,['201912021820'],['928949498']
165.166.63.70,1989 Tiananmen Square protests,['201912021813'],['928948439']
Bsherr,1989 Tiananmen Square protests,"['201912012218', '201909061753', '201904192145', '201904192116', '201904192113']","['928826160', '914333105', '893223135', '893219829', '893219480']"
FlightTime,1989 Tiananmen Square protests,"['201911252045', '201908151730', '201908151726', '201907292237']","['927949534', '910961530', '910961123', '908468537']"
2607:9880:2f38:41:4d89:c93d:2e79:15f5,1989 Tiananmen Square protests,"['201911252045', '201911252044']","['927949456', '927949320']"
Raspberry144mb,1989 Tiananmen Square protests,['201911251614'],['927914222']
JustinMatrose,1989 Tiananmen Square protests,"['201911251612', '201911251610']","['927913859', '927913566']"
DumbBOT,1989 Tiananmen Square protests,"['201911250139', '201911090139', '201907281239', '201904280040']","['927828857', '925282357', '908242732', '894455236']"
Bobbychan193,1989 Tiananmen Square protests,['201911200515'],['927076745']
Tbhotch,1989 Tiananmen Square protests,['201911190504'],['926907044']
Johnuniq,1989 Tiananmen Square protests,['201911172249'],['926666405']
FlightTime Phone,1989 Tiananmen Square protests,"['201911172136', '201911171805']","['926657257', '926630234']"
2601:647:4f00:3cb0:6ce2:a366:c9f0:f00d,1989 Tiananmen Square protests,"['201911172127', '201911172126']","['926656219', '926656106']"
2a02:c7f:c206:e400:e5d0:3fd9:80f2:9704,1989 Tiananmen Square protests,"['201911171804', '201911171803']","['926630061', '926629887']"
I'm not perfect but I'm almost,1989 Tiananmen Square protests,['201911122105'],['925870086']
2600:387:0:803::62,1989 Tiananmen Square protests,['201911122057'],['925868960']
NotAChineseBot,1989 Tiananmen Square protests,['201911121644'],['925835424']
2600:1004:b045:b201:0:3a:bf31:a301,1989 Tiananmen Square protests,"['201911111322', '201911111318']","['925652584', '925652248']"
Sun Creator,1989 Tiananmen Square protests,['201911080034'],['925124894']
Amigao,1989 Tiananmen Square protests,['201911030350'],['924322089']
Rich Farmbrough,1989 Tiananmen Square protests,"['201910312041', '201910312039', '201910312039', '201910312036', '201910312034']","['923950528', '923950323', '923950207', '923949933', '923949561']"
KingSkyLord,1989 Tiananmen Square protests,['201910310240'],['923837127']
Voice of Clam,1989 Tiananmen Square protests,['201910231842'],['922696557']
PaulinSaudi,1989 Tiananmen Square protests,"['201910181242', '201910181239', '201910181235', '201910181233', '201910181228', '201910111048', '201910111040']","['921870028', '921869686', '921869219', '921868953', '921868478', '920706607', '920705949']"
Popcornfud,1989 Tiananmen Square protests,['201910101140'],['920534273']
ModishShrink,1989 Tiananmen Square protests,['201910082052'],['920294026']
Tacoblimpfan,1989 Tiananmen Square protests,['201910011403'],['919036704']
Cratophonos,1989 Tiananmen Square protests,"['201909301854', '201909301840', '201909301738']","['918886526', '918883270', '918870946']"
Wei4Green,1989 Tiananmen Square protests,['201909270354'],['918121728']
Whiteghost.ink,1989 Tiananmen Square protests,"['201909260252', '201909260248', '201909260212']","['917913636', '917913105', '917908138']"
Marnie Hawes,1989 Tiananmen Square protests,['201909221732'],['917186911']
Clarityfiend,1989 Tiananmen Square protests,['201909131959'],['915527836']
Buffs,1989 Tiananmen Square protests,['201909131918'],['915522141']
BrownHairedGirl,1989 Tiananmen Square protests,"['201909131813', '201907120502']","['915513470', '905892722']"
RL0919,1989 Tiananmen Square protests,['201909110219'],['915074200']
ImageRemovalBot,1989 Tiananmen Square protests,['201909060056'],['914232710']
DGG,1989 Tiananmen Square protests,['201908300936'],['913164478']
The Account 1,1989 Tiananmen Square protests,"['201908260854', '201908212142']","['912540211', '911898054']"
ParadiseDesertOasis8888,1989 Tiananmen Square protests,['201908250724'],['912389844']
MetaClaudia,1989 Tiananmen Square protests,['201908210313'],['911779842']
Chrisbao8325,1989 Tiananmen Square protests,"['201908210119', '201908210117', '201908210106']","['911770036', '911769888', '911769003']"
AzfarShams,1989 Tiananmen Square protests,['201908191506'],['911541522']
RMCD bot,1989 Tiananmen Square protests,"['201908160219', '201908140916', '201906160134', '201906011415']","['911023219', '910767742', '902031437', '899806555']"
嘉傑,1989 Tiananmen Square protests,"['201908160215', '201908160200']","['911022857', '911021394']"
Mangokeylime,1989 Tiananmen Square protests,['201908151719'],['910960229']
Agamemnus,1989 Tiananmen Square protests,['201908151144'],['910920906']
Zozz747,1989 Tiananmen Square protests,['201908120446'],['910449715']
45.18.125.207,1989 Tiananmen Square protests,"['201908082123', '201908082122']","['909977372', '909977250']"
Craftshafter420,1989 Tiananmen Square protests,"['201908042219', '201908042216']","['909359634', '909359272']"
LizardJr8,1989 Tiananmen Square protests,['201908042219'],['909359610']
37.30.16.251,1989 Tiananmen Square protests,['201908032222'],['909211997']
208.98.201.126,1989 Tiananmen Square protests,['201908031828'],['909185848']
Nizolan,1989 Tiananmen Square protests,"['201907312322', '201907312315', '201907312308']","['908783851', '908783233', '908782589']"
14.0.172.136,1989 Tiananmen Square protests,['201907300609'],['908513521']
200.83.221.15,1989 Tiananmen Square protests,['201907292233'],['908468139']
Signedzzz,1989 Tiananmen Square protests,"['201907290146', '201906290816', '201906251346', '201906251344', '201906030829']","['908332795', '903995996', '903400183', '903399925', '900077852']"
27.67.189.35,1989 Tiananmen Square protests,['201907290145'],['908332672']
KolbertBot,1989 Tiananmen Square protests,['201907051957'],['904955512']
Alexkyoung,1989 Tiananmen Square protests,['201906290220'],['903960559']
Mistakefinder,1989 Tiananmen Square protests,"['201906250444', '201906250437']","['903344141', '903343330']"
Jaywubba1887,1989 Tiananmen Square protests,['201906241522'],['903253422']
Error,1989 Tiananmen Square protests,"['201906221911', '201906221852']","['902987001', '902984714']"
Mebden,1989 Tiananmen Square protests,['201906120108'],['901460662']
Lingzhi2,1989 Tiananmen Square protests,"['201906080937', '201904191238', '201904191234', '201904191219', '201904180534', '201904180531']","['900897445', '893161188', '893160881', '893159322', '892985359', '892985142']"
Colipon,1989 Tiananmen Square protests,"['201906080236', '201906080233', '201905162012', '201905120351', '201905072138', '201905062348', '201905062338', '201905061808', '201905060127', '201905060126', '201905060104', '201905052239', '201905051948', '201905051935', '201905051928', '201905051915', '201905051846', '201905051834', '201905051820', '201905050454', '201905050446', '201905050442', '201905050436', '201905050322', '201905050316', '201905040228', '201905040213']","['900863814', '900863503', '897404607', '896671371', '896008475', '895864611', '895863631', '895819793', '895711221', '895711032', '895708132', '895688703', '895665127', '895663258', '895662437', '895660699', '895656551', '895654655', '895652608', '895566910', '895566098', '895565775', '895565235', '895558886', '895558408', '895412282', '895410555']"
Manabimasu,1989 Tiananmen Square protests,['201906071247'],['900762010']
Ealdgyth,1989 Tiananmen Square protests,['201906070041'],['900675454']
Jbitte,1989 Tiananmen Square protests,['201906061726'],['900614598']
Mdu02,1989 Tiananmen Square protests,['201906051847'],['900446298']
Mularoma,1989 Tiananmen Square protests,"['201906051731', '201906051727', '201906051725', '201906051719', '201906051717', '201906051505', '201906051457', '201906051452', '201906051226', '201906051224', '201906051222', '201906051220', '201906051217', '201906051216', '201906051213', '201906051005', '201906051004', '201906050958', '201906050955', '201906050950', '201906050943', '201906050811', '201906050808', '201906050800', '201906050755', '201906050752', '201906050749', '201906050745', '201906050743', '201906050740', '201906050728', '201906050724', '201906050715', '201906050713', '201906050712', '201906050702']","['900437101', '900436704', '900436453', '900435721', '900435369', '900419635', '900418641', '900417975', '900400060', '900399872', '900399734', '900399486', '900399265', '900399027', '900398823', '900387632', '900387509', '900387069', '900386834', '900386358', '900385834', '900378097', '900377491', '900376880', '900376564', '900376298', '900376053', '900375743', '900375602', '900375309', '900374326', '900374029', '900373381', '900373268', '900373201', '900372505']"
ManuRoquette,1989 Tiananmen Square protests,"['201906051534', '201906051531']","['900423123', '900422677']"
Triggerhippie4,1989 Tiananmen Square protests,['201906051356'],['900410933']
Kku,1989 Tiananmen Square protests,['201906051156'],['900396992']
Tuanminh01,1989 Tiananmen Square protests,['201906050628'],['900369659']
Lawrencekhoo,1989 Tiananmen Square protests,"['201906050312', '201906050308', '201906050254']","['900353440', '900353166', '900351741']"
Peter Kaminski,1989 Tiananmen Square protests,['201906042022'],['900312360']
TerryForTibet,1989 Tiananmen Square protests,['201906041659'],['900286212']
Laszlo Panaflex,1989 Tiananmen Square protests,['201906041616'],['900280653']
Ddddbbbb,1989 Tiananmen Square protests,"['201906041405', '201906041401']","['900265042', '900264468']"
"Careful With That Axe, Eugene",1989 Tiananmen Square protests,['201906040851'],['900231292']
Ashmoo,1989 Tiananmen Square protests,['201906040831'],['900229847']
HansJohan808,1989 Tiananmen Square protests,"['201906040738', '201906040736', '201906040506']","['900224906', '900224706', '900213600']"
LachlanA,1989 Tiananmen Square protests,['201906040347'],['900206954']
Froglich,1989 Tiananmen Square protests,['201906031824'],['900142110']
Srich32977,1989 Tiananmen Square protests,"['201906031812', '201906031759', '201906031753', '201906031746', '201906031740', '201906031733', '201906031722', '201906031710', '201906031706']","['900140794', '900139145', '900138411', '900137619', '900136867', '900136064', '900134704', '900132836', '900132419']"
94rain,1989 Tiananmen Square protests,"['201906030853', '201904301522']","['900079899', '894873807']"
Thunderforge,1989 Tiananmen Square protests,['201906030246'],['900048710']
Dabby12,1989 Tiananmen Square protests,['201906022358'],['900030361']
Ihardlythinkso,1989 Tiananmen Square protests,"['201906022036', '201906022033', '201906022031', '201906022028', '201906022022', '201906022020', '201906022018', '201906022017', '201906022014']","['900005037', '900004595', '900004402', '900003957', '900003402', '900003196', '900002991', '900002804', '900002528']"
Wallacoloo,1989 Tiananmen Square protests,['201906021801'],['899984913']
Susmuffin,1989 Tiananmen Square protests,"['201906021031', '201906021028']","['899936349', '899936067']"
Praemonitus,1989 Tiananmen Square protests,['201906011721'],['899827239']
Jonathunder,1989 Tiananmen Square protests,['201905312206'],['899722330']
ReyHahn,1989 Tiananmen Square protests,['201905302032'],['899554895']
Javert2113,1989 Tiananmen Square protests,"['201905282340', '201905282330']","['899274710', '899273847']"
2605:e000:1303:4e96:5567:6487:b514:c6de,1989 Tiananmen Square protests,['201905280450'],['899148048']
118.201.50.146,1989 Tiananmen Square protests,"['201905280445', '201905280443']","['899147628', '899147493']"
Torntissuebox,1989 Tiananmen Square protests,['201905280439'],['899147203']
Imaskar,1989 Tiananmen Square protests,['201905271544'],['899052027']
2607:fcc8:a0ce:ba00:a952:a2ce:9191:bf1f,1989 Tiananmen Square protests,['201905270908'],['899009838']
46.26.130.160,1989 Tiananmen Square protests,['201905262101'],['898931629']
EmperorAzazel,1989 Tiananmen Square protests,['201905262035'],['898928045']
213.233.149.11,1989 Tiananmen Square protests,['201905252329'],['898792067']
216.162.20.193,1989 Tiananmen Square protests,['201905241404'],['898576494']
JJMC89,1989 Tiananmen Square protests,['201905240411'],['898522457']
Materialscientist,1989 Tiananmen Square protests,['201905240356'],['898520909']
Maxfullhigh,1989 Tiananmen Square protests,['201905240353'],['898520648']
203.186.92.27,1989 Tiananmen Square protests,"['201905240351', '201806070346', '201806070343']","['898520545', '844780943', '844780645']"
MusikBot,1989 Tiananmen Square protests,['201905231640'],['898446579']
Jogarz1921,1989 Tiananmen Square protests,['201905222237'],['898342472']
Happychickeman,1989 Tiananmen Square protests,['201905221301'],['898260873']
Trappist the monk,1989 Tiananmen Square protests,['201905191416'],['897804955']
Koavf,1989 Tiananmen Square protests,['201905190639'],['897763341']
CAN-YEG-MAN,1989 Tiananmen Square protests,"['201905151940', '201905151844']","['897249891', '897242955']"
Rkjon,1989 Tiananmen Square protests,['201905120720'],['896689174']
YouTable,1989 Tiananmen Square protests,['201905112143'],['896634347']
Narky Blert,1989 Tiananmen Square protests,['201905111103'],['896564505']
AManWithNoPlan,1989 Tiananmen Square protests,['201905092012'],['896336399']
Deepfriedokra,1989 Tiananmen Square protests,"['201905091533', '201905091533']","['896299487', '896299470']"
Chewings72,1989 Tiananmen Square protests,"['201905091239', '201905021024', '201904171140', '201904170952']","['896276175', '895153040', '892866749', '892856171']"
77.251.174.211,1989 Tiananmen Square protests,['201905091138'],['896269824']
Speedyplane2247-M,1989 Tiananmen Square protests,['201905091102'],['896266587']
89.197.68.205,1989 Tiananmen Square protests,['201905081348'],['896129987']
MoofEMP,1989 Tiananmen Square protests,['201905080205'],['896040067']
173.153.148.121,1989 Tiananmen Square protests,['201905080002'],['896023090']
157.131.93.12,1989 Tiananmen Square protests,['201905072315'],['896018687']
Oofta,1989 Tiananmen Square protests,['201905072259'],['896017056']
74.139.102.34,1989 Tiananmen Square protests,['201905071936'],['895993529']
Markhannelly,1989 Tiananmen Square protests,['201905070102'],['895873345']
Bruhmoment42069,1989 Tiananmen Square protests,['201905070055'],['895872504']
Path slopu,1989 Tiananmen Square protests,['201905061639'],['895806354']
Bruh12564,1989 Tiananmen Square protests,['201905061637'],['895806080']
FrescoBot,1989 Tiananmen Square protests,['201905052035'],['895671261']
Deor,1989 Tiananmen Square protests,['201905051645'],['895638202']
2601:145:600:4240:8503:93f3:49:752b,1989 Tiananmen Square protests,['201905051624'],['895635506']
Richard-of-Earth,1989 Tiananmen Square protests,['201905050720'],['895578729']
Lydddnickkk,1989 Tiananmen Square protests,"['201905040105', '201905040104', '201905040058', '201905040057', '201905040050', '201905040047', '201905040043', '201905040035', '201905040019', '201905040015', '201905040012', '201905040010', '201905040008']","['895404572', '895404513', '895403834', '895403748', '895403058', '895402742', '895402340', '895401382', '895399926', '895399529', '895399255', '895399041', '895398928']"
Steeve815,1989 Tiananmen Square protests,['201905021400'],['895175302']
Poopynibba,1989 Tiananmen Square protests,"['201905021400', '201905021356']","['895175243', '895174705']"
153.219.11.182,1989 Tiananmen Square protests,['201905021020'],['895152755']
83.28.193.229,1989 Tiananmen Square protests,['201904301520'],['894873418']
Second Skin,1989 Tiananmen Square protests,"['201904191117', '201904191107']","['893154114', '893153295']"
171.60.148.242,1989 Tiananmen Square protests,['201904171552'],['892899360']
Goodboijpeg,1989 Tiananmen Square protests,['201904171113'],['892863800']
143.50.186.71,1989 Tiananmen Square protests,['201904170852'],['892851497']
116.77.73.255,1989 Tiananmen Square protests,"['201904170841', '201904170838', '201904170838']","['892850680', '892850458', '892850389']"
OAbot,Hong Kong,['202004150044'],['951008122']
AnomieBOT,Hong Kong,['202004141220'],['950896491']
Lentower,Hong Kong,"['202004141117', '202004141115']","['950888970', '950888792']"
Deipnosophista,Hong Kong,['202004130855'],['950676854']
MarkH21,Hong Kong,"['202004091542', '202004090603', '202003250338', '202003242029', '202003151032', '202003140942', '202003052335', '202002210700', '202001240948', '202001220255', '202001120826']","['949972072', '949911442', '947239483', '947185770', '945656020', '945491940', '944138038', '941884944', '937331555', '936964271', '935393248']"
Sir Aman Gulati,Hong Kong,"['202004091403', '202004091402', '202004091359']","['949959290', '949959095', '949958775']"
Felixishim,Hong Kong,['202004091153'],['949945337']
Taekhosong,Hong Kong,['202004090515'],['949906031']
Knight of Gloucestershire,Hong Kong,"['202004081320', '202003211757']","['949774037', '946673908']"
Jackiechanbruceleekungfu,Hong Kong,"['202003291942', '202003291429', '202003290830']","['948027357', '947982360', '947939838']"
Kku,Hong Kong,['202003260704'],['947428269']
MrHistorianDude,Hong Kong,['202003250315'],['947236895']
Q. Northropi,Hong Kong,['202003241047'],['947108636']
HaeB,Hong Kong,['202003230800'],['946935159']
Feinoa,Hong Kong,"['202003212125', '202003201555', '202003191350', '202003060906', '202001141445', '201911301737', '201910040910', '201909171106', '201909171105', '201909170024', '201909151703', '201909151653', '201909151652', '201909151600', '201909092215', '201909092211', '201909081651']","['946700426', '946503787', '946326090', '944196189', '935754479', '928637749', '919542927', '916162220', '916162167', '916096762', '915852919', '915851440', '915851360', '915842798', '914880042', '914879576', '914653910']"
Sun8908,Hong Kong,['202003201101'],['946471531']
Interinter321,Hong Kong,"['202003191819', '202001241044', '201911301527', '201910201602', '201910201155', '201910031312', '201910020919', '201909122333', '201909021532', '201908092018', '201904231757', '201904231751', '201812251912', '201812251905', '201807121758', '201807121131', '201803041040', '201803041021', '201803041020', '201706031710']","['946364285', '937336044', '928622635', '922195777', '922169241', '919384774', '919185127', '915387668', '913680936', '910121827', '893806467', '893805532', '875340063', '875339454', '849973862', '849931422', '828723424', '828721544', '828721428', '783636017']"
Geographyinitiative,Hong Kong,"['202003151247', '201909080722']","['945668541', '914590139']"
BladeRunner2077,Hong Kong,['202003150918'],['945650070']
Bluesatellite,Hong Kong,"['202003141012', '202003141007', '201910040050', '201910040046', '201910040042', '201910021224', '201910020436', '201907030537', '201907030536', '201906290148', '201906110107', '201906091053', '201906091040', '201905240733']","['945494462', '945494095', '919491021', '919490587', '919490179', '919209086', '919161065', '904595286', '904595249', '903957922', '901305760', '901051750', '901050831', '898539196']"
A smart brainy man,Hong Kong,['202003111209'],['945031950']
CaradhrasAiguo,Hong Kong,"['202003060022', '202003051950']","['944143177', '944110180']"
TravisGTAGamer,Hong Kong,['202002210411'],['941868402']
Rjensen,Hong Kong,['202002201927'],['941799447']
Peter1170,Hong Kong,"['202002191229', '201911301022', '201910022226', '201909011739', '201908150857', '201908141100', '201908120850', '201908101000', '201908092129', '201908091122']","['941578750', '928595610', '919292422', '913536111', '910905985', '910776166', '910469489', '910193826', '910130734', '910057414']"
LivinAWestLife,Hong Kong,['202002131048'],['940579402']
Doanri,Hong Kong,['202002112229'],['940331609']
LegioV,Hong Kong,['202002112137'],['940324781']
ParadiseDesertOasis8888,Hong Kong,['202002101922'],['940138496']
Yeungkahchun,Hong Kong,"['202002080031', '201910101754', '201908071541', '201906102144', '201904212036', '201904212034']","['939680241', '920585614', '909782240', '901285902', '893501261', '893501040']"
Lysimachi,Hong Kong,"['202002070256', '201903281326']","['939542326', '889864329']"
Josqu,Hong Kong,['202002051554'],['939294850']
